    200 EOL:740936	EOL:740936 | GBIF:10467769 | GBIF:8748533 | IRMNG:11460078 | WD:Q707615	Infectious bursal disease virus	species	Infectious bursal disease virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    200 EOL:6376222	EOL:6376222 | GBIF:3223337 | IRMNG:10031912 | ITIS:958568 | WD:Q265488	Campylobacter jejuni	species	Campylobacter jejuni	Proteobacteria	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    200 EOL:541353	EOL:541353 | IRMNG:11459440 | WD:Q5096284	Chicken anemia virus	species	Chicken anemia virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    200 EOL:540054	EOL:540054 | GBIF:10404336 | GBIF:8854656 | IRMNG:11459142 | WD:Q145931	Avian leukosis virus	species	Avian leukosis virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    196 WD:Q707619	WD:Q707619	Gallid herpesvirus 2	species	Gallid herpesvirus 2			hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    196 EOL:972294	EOL:972294 | GBIF:3223358 | IRMNG:10031048 | ITIS:960312 | WD:Q1031711	Campylobacter coli	species	Campylobacter coli	Proteobacteria	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    192 http://taxon-concept.plazi.org/id/Animalia/Acari_Leach_1817	EOL:2586535 | EOL:2955260 | GBIF:1061068 | GBIF:2181959 | IRMNG:10340996 | IRMNG:1458922 | ITIS:1117840 | ITIS:733321 | WD:Q19137 | WD:Q4573411 | WORMS:292684 | doi:10.11646/zootaxa.4768.4.2 | http://taxon-concept.plazi.org/id/Animalia/Acari_Leach_1817 | http://treatment.plazi.org/id/58751718FFE2FFE2FF0DFC0C3D78FA4A	Acari			Arthropoda	Animalia	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    185 EOL_V2:540938	EOL_V2:540938 | IRMNG:11459839 | WD:Q547311	Gallid herpesvirus 1	species	Gallid herpesvirus 1		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    184 NCBI:28901	COL:6XF3V | GBIF:9701185 | ITIS:965903 | NCBI:28901	Salmonella enterica	species	Salmonella enterica	Proteobacteria		pathogenOf	GBIF:9326020 | ITIS:176086 | NCBI:9031	Gallus gallus	species	Gallus gallus	NCBI:9031	Chordata	Metazoa
    182 EOL:6375414	EOL:6375414 | GBIF:5427577 | GBIF:9701185 | ITIS:965903 | WD:Q2264864	Salmonella enterica	species	Salmonella enterica	Proteobacteria	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    165 EOL:5006019	EOL:5006019 | GBIF:8595406 | NCBI:5802 | WD:Q604561	Eimeria tenella	species	Eimeria tenella	Apicomplexa		hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    160 EOL:974530	EOL:974530 | GBIF:3226529 | IRMNG:10032412 | ITIS:555646 | WD:Q309465	Clostridium perfringens	species	Clostridium perfringens	Firmicutes	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    145 GBIF:1311477	GBIF:1311477 | INAT_TAXON:119019 | IRMNG:11088463 | http://taxon-concept.plazi.org/id/Animalia/Vespa_velutina_Lepeletier_1836 | http://taxon-concept.plazi.org/id/Animalia/Vespa_velutina_Saint-Fargeau_1836 | http://treatment.plazi.org/id/1F52051FFF886B5DEFD5FC01972DF8D0 | http://treatment.plazi.org/id/312E8791FF8CFFA5FF20FAFE21A37E96 | http://treatment.plazi.org/id/507B6C6AFFB3FF82FF7D36782B4F166E | http://treatment.plazi.org/id/514381547E4AFF8FFCBD13573EBDFA7A | http://treatment.plazi.org/id/C82F632DFF85C9741AA2FD2BFCAF22E0	Vespa velutina	species	Vespa velutina	Arthropoda	Animalia	eats	GBIF:2987833 | GBIF:3230674 | GBIF:811 | IRMNG:10063 | IRMNG:1323521 | ITIS:118831 | WORMS:118088 | http://taxon-concept.plazi.org/id/Animalia/ARCHISARGOIDEA_Rohdendorf_1962 | http://taxon-concept.plazi.org/id/Animalia/Diptera_Linnaeus_1758 | http://taxon-concept.plazi.org/id/Animalia/Gerromorpha_Popov_1971 | http://taxon-concept.plazi.org/id/Plantae/Diptera_Linnaeus_1758 | http://taxon-concept.plazi.org/id/Plantae/Diptera_Linneaus_1758 | http://taxon-concept.plazi.org/id/Plantae/Diptera_West_1862 | http://taxon-concept.plazi.org/id/Plantae/Diptera__1758 | http://treatment.plazi.org/id/0394A3592F618E180107FDFBFA88FCA6 | http://treatment.plazi.org/id/03B987852B4BFFCBFF36AA32FDD6FCFD | http://treatment.plazi.org/id/0D3BAA76CA22FF8EB7BC2548FD5BC89B | http://treatment.plazi.org/id/7B6C87974F01FFC8FAD0FC8A1460FB88 | http://treatment.plazi.org/id/941D87B93E27C348FF24F92104AF323A | http://treatment.plazi.org/id/95010EA31EA421946DC6C6B7FD9EB759 | http://treatment.plazi.org/id/A855BA59FFA92F5040EE0F76FE04F90F | http://treatment.plazi.org/id/A855BA59FFB72F4840CC08A5FDA2FD9E	Diptera	genus			Tracheophyta	Plantae
    138 GBIF:2284266	GBIF:2284266 | GBIF:7027069 | IRMNG:10439344 | IRMNG:11473367 | WD:Q5269145	Heterakis vesicularis	species	Heterakis vesicularis	Nematoda	Animalia	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    137 GBIF:1311477	GBIF:1311477 | INAT_TAXON:119019 | IRMNG:11088463 | http://taxon-concept.plazi.org/id/Animalia/Vespa_velutina_Lepeletier_1836 | http://taxon-concept.plazi.org/id/Animalia/Vespa_velutina_Saint-Fargeau_1836 | http://treatment.plazi.org/id/1F52051FFF886B5DEFD5FC01972DF8D0 | http://treatment.plazi.org/id/312E8791FF8CFFA5FF20FAFE21A37E96 | http://treatment.plazi.org/id/507B6C6AFFB3FF82FF7D36782B4F166E | http://treatment.plazi.org/id/514381547E4AFF8FFCBD13573EBDFA7A | http://treatment.plazi.org/id/C82F632DFF85C9741AA2FD2BFCAF22E0	Vespa velutina	species	Vespa velutina	Arthropoda	Animalia	eats	GBIF:1311631 | IRMNG:1427867 | ITIS:154274 | http://taxon-concept.plazi.org/id/Animalia/Vespula_Thomson_1869 | http://taxon-concept.plazi.org/id/Animalia/Vespula_Thomson_1896 | http://treatment.plazi.org/id/039687CF043EFFE0B0E7F2D84A72A791 | http://treatment.plazi.org/id/1F52051FFF8B6B5EEFD5FEC19205FDD8 | http://treatment.plazi.org/id/5641D47A366E61039A5A2793851D2A32 | http://treatment.plazi.org/id/E16F63093B999B679DA12CFAAF521F66 | http://treatment.plazi.org/id/EC1BEC29D1D642D77859CE1D0BFAB1F1	Vespula	genus			Arthropoda	Animalia
    132 EOL:540016	EOL:540016 | GBIF:10012929 | GBIF:8760172 | IRMNG:11460664 | WD:Q18394149	Reticuloendotheliosis virus	species	Reticuloendotheliosis virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    129 EOL:741120	EOL:741120 | GBIF:10570401 | GBIF:8970996 | IRMNG:11459143 | WD:Q18965265	Avian metapneumovirus	species	Avian metapneumovirus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    114 EOL:540076	EOL:540076 | GBIF:8890925 | GBIF:9931542 | IRMNG:11459146 | WD:Q4828555	Avian orthoreovirus	species	Avian orthoreovirus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    112 EOL:10552956	EOL:10552956 | GBIF:8014281 | IRMNG:11736205 | NCBI:5811 | WD:Q131003 | WORMS:563542	Toxoplasma gondii	species	Toxoplasma gondii	Myzozoa	Chromista	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    107 EOL:540045	EOL:540045 | GBIF:10372238 | GBIF:8945345 | IRMNG:11460702 | WD:Q1444330	Rous sarcoma virus	species	Rous sarcoma virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    107 EOL:5006014	EOL:5006014 | GBIF:8470749 | WD:Q652074	Eimeria acervulina	species	Eimeria acervulina	Apicomplexa		hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    105 EOL:974314	EOL:974314 | GBIF:3226661 | IRMNG:11106669 | ITIS:960764 | WD:Q288263	Clostridium septicum	species	Clostridium septicum	Firmicutes	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    104 GBIF:3268474	GBIF:3268474 | IRMNG:1311887 | WD:Q541917 | WORMS:345075	Hymenolepis	genus		Platyhelminthes	Animalia	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    102 EOL:2486313	EOL:2486313 | WD:Q188121	Staphylococcus aureus	species	Staphylococcus aureus	Firmicutes	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    100 EOL:975423	EOL:975423 | GBIF:3227340 | IRMNG:10032440 | ITIS:962656 | WD:Q597078	Lactobacillus reuteri	species	Lactobacillus reuteri	Firmicutes	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    100 EOL:8754850	EOL:8754850 | GBIF:5469752 | GBIF:7938907 | IF:522720 | WD:Q2700718	Nosema ceranae	species	Nosema	Microspora	Fungi	hasHost	EOL:1045608 | GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | WD:Q30034 | doi:10.11646/zootaxa.4352.1.1 | doi:10.3897/BDJ.3.e6313 | doi:10.3897/BDJ.4.e8050 | doi:10.3897/BDJ.6.e24071 | doi:10.3897/BDJ.6.e27161 | doi:10.3897/BDJ.8.e49285 | doi:10.5281/zenodo.3922706 | http://taxon-concept.plazi.org/id/Animalia/Apis_mellifera_Linnaeus_1758 | http://treatment.plazi.org/id/0392879B7353AB0043D5F930FDC4FEDB | http://treatment.plazi.org/id/082D647765F58E3E4C7CB9CDFD9CCAF5 | http://treatment.plazi.org/id/132673198DAD2D3D91C43F5F39F689F5 | http://treatment.plazi.org/id/4E4236DBCC11B6C4DD1A9CF7E7FBAEAC | http://treatment.plazi.org/id/80361C2EEA1DE4A2428B918B9AA0E02A | http://treatment.plazi.org/id/81A304DDB952574A8060AB1624AA6559 | http://treatment.plazi.org/id/AD05F484EB865DF2A3E9035AD77BECE4 | http://treatment.plazi.org/id/CA2E8168D9A224164CD57ADFC0B80B0C | http://treatment.plazi.org/id/D99C3063405AE6A23409846A31F19F9A	Apis mellifera	species	Apis mellifera	EOL:1045608	Arthropoda	Animalia
    100 EOL:540055	EOL:540055 | GBIF:8719951 | GBIF:9916264 | IRMNG:11459144 | WD:Q18976234	Avian myeloblastosis virus	species	Avian myeloblastosis virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
    100 EOL:1029744	EOL:1029744 | GBIF:2599166 | GBIF:7354577 | IF:163048 | IF:163963 | IRMNG:10384091 | ITIS:194157 | WORMS:147593	Saccharomyces cerevisiae	species	Saccharomyces cerevisiae	Ascomycota	Fungi	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
     99 EOL:540244	EOL:540244 | GBIF:10214233 | GBIF:9068395 | IRMNG:11459818 | WD:Q571218	Fowlpox virus	species	Fowlpox virus		Viruses	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
     96 EOL:974520	EOL:974520 | GBIF:3226560 | IRMNG:10031274 | ITIS:960753 | WD:Q3681074	Clostridium novyi	species	Clostridium novyi	Firmicutes	Bacteria	hasHost	ALATaxon:urn:lsid:biodiversity.org.au:afd.taxon:6e952804-1b8d-43cf-b55f-c9c9d6b0da77 | EOL_V2:1049263 | GBIF:5227769 | GBIF:9326020 | INAT_TAXON:882 | IRMNG:11181863 | ITIS:176086 | NCBI:9031 | WD:Q184774 | WORMS:1463738	Gallus gallus	species	Gallus gallus	EOL_V2:1049263	Chordata	Animalia
