"Junonia iphita,""Arthropoda"",""Animalia"""
"Mycosphaerella punctiformis,""Ascomycota"",""Fungi"""
"Turdus philomelos,""Chordata"",""Animalia"""
"Sylvia atricapilla,""Chordata"",""Animalia"""
"Erithacus rubecula,""Chordata"",""Animalia"""
"Armillaria mellea,""Basidiomycota"",""Fungi"""
"Schizophyllum commune,""Basidiomycota"",""Fungi"""
"Felis silvestris,""Chordata"",""Animalia"""
"Epistrophe eligans,""Arthropoda"",""Animalia"""
"Dryas iulia,""Arthropoda"",""Animalia"""
"Puccinia pruni,""Basidiomycota"",""Fungi"""
"Celastrina argiolus,""Arthropoda"",""Animalia"""
"Martes foina,"""","""""
"Turdus iliacus,""Chordata"",""Animalia"""
"Achillea millefolium,""Tracheophyta"",""Plantae"""
"Maniola jurtina,""Arthropoda"",""Animalia"""
"Helminthotheca echioides,""Tracheophyta"",""Plantae"""
"Argynnis paphia,""Arthropoda"",""Animalia"""
"Bombus ruderatus,""Arthropoda"",""Animalia"""
"Amblyteles armatorius,""Arthropoda"",""Animalia"""
"Turdus viscivorus,""Chordata"",""Animalia"""
"Tipula paludosa,""Arthropoda"",""Animalia"""
"Bombus hypnorum,""Arthropoda"",""Animalia"""
"Ganoderma applanatum,""Basidiomycota"",""Fungi"""
"Apatura ilia,""Arthropoda"",""Animalia"""
"Mantis religiosa,""Arthropoda"",""Animalia"""
"Philanthus triangulum,""Arthropoda"",""Animalia"""
"Lepidium latifolium,""Tracheophyta"",""Plantae"""
"Dinychus perforatus,""Arthropoda"",""Animalia"""
"Favonius quercus,""Arthropoda"",""Animalia"""
"Trichrysis cyanea,""Arthropoda"",""Animalia"""
"Palomena prasina,""Arthropoda"",""Animalia"""
"Gonocerus acuteangulatus,""Arthropoda"",""Animalia"""
"Araneus diadematus,""Arthropoda"",""Animalia"""
"Coenonympha pamphilus,""Arthropoda"",""Animalia"""
"Meliscaeva auricollis,""Arthropoda"",""Animalia"""
"Halictus fulvipes,""Arthropoda"",""Animalia"""
"Bombus terrestris,""Arthropoda"",""Animalia"""
"Propylaea quatuordecimpunctata,""Arthropoda"",""Animalia"""
"Garrulus glandarius,""Chordata"",""Animalia"""
"Pararge aegeria,""Arthropoda"",""Animalia"""
"Phylloscopus collybita,""Chordata"",""Animalia"""
"Cyanistes caeruleus,""Chordata"",""Animalia"""
"Parus major,""Chordata"",""Animalia"""
"Pycnonotus cafer,""Chordata"",""Animalia"""
"Bubulcus ibis,""Chordata"",""Animalia"""
"Episyrphus balteatus,"""","""""
"Robinia pseudoacacia,""Tracheophyta"",""Plantae"""
"Pyrus communis,""Tracheophyta"",""Plantae"""
"Adoxophyes orana,""Arthropoda"",""Animalia"""
"Bombus pascuorum,""Arthropoda"",""Animalia"""
"Thuja occidentalis,""Tracheophyta"",""Plantae"""
"Symphoricarpos albus,""Tracheophyta"",""Plantae"""
"Trichoglossus haematodus,""Chordata"",""Animalia"""
"Tachina fera,""Arthropoda"",""Animalia"""
"Ichneumon sarcitorius,""Arthropoda"",""Animalia"""
"Halyomorpha halys,""Arthropoda"",""Animalia"""
"Acer platanoides,""Tracheophyta"",""Plantae"""
"Synophropsis lauri,""Arthropoda"",""Animalia"""
"Pammene aurana,""Arthropoda"",""Animalia"""
"Sturnus vulgaris,""Chordata"",""Animalia"""
"Pyrrhula pyrrhula,""Chordata"",""Animalia"""
"Fringilla coelebs,""Chordata"",""Animalia"""
"Turdus pilaris,""Chordata"",""Animalia"""
"Sylvia borin,""Chordata"",""Animalia"""
"Pycnonotus jocosus,""Chordata"",""Animalia"""
"Eschscholzia californica,""Tracheophyta"",""Plantae"""
"Autographa gamma,""Arthropoda"",""Animalia"""
"Thecla betulae,""Arthropoda"",""Animalia"""
"Trametes hirsuta,""Basidiomycota"",""Fungi"""
"Volucella bombylans,""Arthropoda"",""Animalia"""
"Salix alba,""Tracheophyta"",""Plantae"""
"Trifolium repens,""Tracheophyta"",""Plantae"""
"Martes foina,""Chordata"",""Animalia"""
"Nymphalis antiopa,""Arthropoda"",""Animalia"""
"Helophilus trivittatus,""Arthropoda"",""Animalia"""
"Aglais io,""Arthropoda"",""Animalia"""
"Pyrenopeziza revincta,""Ascomycota"",""Fungi"""
"Apodemus flavicollis,""Chordata"",""Animalia"""
"Pieris brassicae,""Arthropoda"",""Animalia"""
"Aedes albopictus,""Arthropoda"",""Animalia"""
"Sphaerophoria scripta,""Arthropoda"",""Animalia"""
"Graphomya maculata,""Arthropoda"",""Animalia"""
"Mustela putorius,"""","""""
"Poecile palustris,""Chordata"",""Animalia"""
"Columba palumbus,""Chordata"",""Animalia"""
"Bombylius major,""Arthropoda"",""Animalia"""
"Pseudomonas syringae,""Proteobacteria"",""Bacteria"""
"Fraxinus excelsior,""Tracheophyta"",""Plantae"""
"Oxalis corniculata,""Tracheophyta"",""Plantae"""
"Chaetopteryx villosa,""Arthropoda"",""Animalia"""
"Attacus atlas,""Arthropoda"",""Animalia"""
"Alsophila aescularia,""Arthropoda"",""Animalia"""
"Pseudotsuga menziesii,""Tracheophyta"",""Plantae"""
"Fomes fomentarius,""Basidiomycota"",""Fungi"""
"Mentha suaveolens,""Magnoliophyta"",""Plantae"""
"Daedaleopsis confragosa,""Basidiomycota"",""Fungi"""
"Cryptovalsa protracta,""Ascomycota"",""Fungi"""
"Graphosoma italicum,""Arthropoda"",""Animalia"""
"Psylla alni,""Arthropoda"",""Animalia"""
"Osmia cornuta,""Arthropoda"",""Animalia"""
"Ancistrocerus gazella,""Arthropoda"",""Animalia"""
"Eriophyes pyri,""Arthropoda"",""Animalia"""
"Brintesia circe,""Arthropoda"",""Animalia"""
"Eriogaster lanestris,""Arthropoda"",""Animalia"""
"Viscum album,""Magnoliophyta"",""Plantae"""
"Alnus glutinosa,""Tracheophyta"",""Plantae"""
"Accipiter gentilis,""Chordata"",""Animalia"""
"Neovison vison,""Chordata"",""Animalia"""
"Schendyla nemorensis,""Arthropoda"",""Animalia"""
"Metellina segmentata,""Arthropoda"",""Animalia"""
"Ribautiana tenerrima,""Arthropoda"",""Animalia"""
"Pieris napi,""Arthropoda"",""Animalia"""
"Cheilosia illustrata,""Arthropoda"",""Animalia"""
"Scaeva selenitica,""Arthropoda"",""Animalia"""
"Chrysotoxum cautum,""Arthropoda"",""Animalia"""
"Xylocopa virginica,""Arthropoda"",""Animalia"""
"Exochomus quadripustulatus,""Arthropoda"",""Animalia"""
"Passer montanus,""Chordata"",""Animalia"""
"Coccothraustes coccothraustes,""Chordata"",""Animalia"""
"Sitophilus oryzae,""Arthropoda"",""Animalia"""
"Pica pica,""Chordata"",""Animalia"""
"Turdus torquatus,""Chordata"",""Animalia"""
"Sylvia curruca,""Chordata"",""Animalia"""
"Sylvia communis,""Chordata"",""Animalia"""
"Phoenicurus phoenicurus,""Chordata"",""Animalia"""
"Phoenicurus ochruros,""Chordata"",""Animalia"""
"Carduelis carduelis,""Chordata"",""Animalia"""
"Leiothrix lutea,""Chordata"",""Animalia"""
"Lipoptena cervi,""Arthropoda"",""Animalia"""
"Lobularia maritima,""Tracheophyta"",""Plantae"""
"Oenothera glazioviana,""Tracheophyta"",""Plantae"""
"Orgyia antiqua,""Arthropoda"",""Animalia"""
"Lacanobia oleracea,""Arthropoda"",""Animalia"""
"Homotoma ficus,""Arthropoda"",""Animalia"""
"Spilonota ocellana,""Arthropoda"",""Animalia"""
"Meles meles,""Chordata"",""Animalia"""
"Agrilus sinuatus,""Arthropoda"",""Animalia"""
"Aporia crataegi,""Arthropoda"",""Animalia"""
"Archaeopsylla erinacei,""Arthropoda"",""Animalia"""
"Trametes gibbosa,""Basidiomycota"",""Fungi"""
"Andrena clarkella,""Arthropoda"",""Animalia"""
"Chloris chloris,""Chordata"",""Animalia"""
"Phlebia radiata,""Basidiomycota"",""Fungi"""
"Phellinus pomaceus,""Basidiomycota"",""Fungi"""
"Coniophora arida,""Basidiomycota"",""Fungi"""
"Basidioradulum radula,""Basidiomycota"",""Fungi"""
"Polyporus brumalis,"""","""""
"Stigmina carpophila,""Ascomycota"",""Fungi"""
"Sciurus niger,""Chordata"",""Animalia"""
"Amara communis,""Arthropoda"",""Animalia"""
"Orobanche hederae,""Tracheophyta"",""Plantae"""
"Phragmidium incrassatum,""Basidiomycota"",""Fungi"""
"Acer pseudoplatanus,""Tracheophyta"",""Plantae"""
"Hedera helix,""Tracheophyta"",""Plantae"""
"Lantana camara,""Tracheophyta"",""Plantae"""
"Quercus robur,""Tracheophyta"",""Plantae"""
"Erysiphe heraclei,""Ascomycota"","""""
"Trichocladium opacum,""Ascomycota"",""Fungi"""
"Cerioporus squamosus,""Basidiomycota"",""Fungi"""
"Puccinia oxalidis,""Basidiomycota"",""Fungi"""
"Corvus cornix,""Chordata"",""Animalia"""
"Platycercus elegans,""Chordata"",""Animalia"""
"Agalenatea redii,""Arthropoda"",""Animalia"""
"Neoscona adianta,""Arthropoda"",""Animalia"""
"Robertus lividus,""Arthropoda"",""Animalia"""
"Dolomedes fimbriatus,""Arthropoda"",""Animalia"""
"Piezodorus lituratus,""Arthropoda"",""Animalia"""
"Daktulosphaira vitifoliae,""Arthropoda"",""Animalia"""
"Orius niger,""Arthropoda"",""Animalia"""
"Satyrium pruni,""Arthropoda"",""Animalia"""
"Yponomeuta padella,""Arthropoda"",""Animalia"""
"Villa hottentotta,""Arthropoda"",""Animalia"""
"Xylota segnis,""Arthropoda"",""Animalia"""
"Eupeodes corollae,""Arthropoda"",""Animalia"""
"Syrphus ribesii,""Arthropoda"",""Animalia"""
"Stomoxys calcitrans,""Arthropoda"",""Animalia"""
"Mesembrina meridiana,""Arthropoda"",""Animalia"""
"Musca autumnalis,""Arthropoda"",""Animalia"""
"Cylindromyia bicolor,""Arthropoda"",""Animalia"""
"Linnaemya vulpina,""Arthropoda"",""Animalia"""
"Ctenocephalides felis,""Arthropoda"",""Animalia"""
"Linepithema humile,""Arthropoda"",""Animalia"""
"Pachytodes cerambyciformis,""Arthropoda"",""Animalia"""
"Passer domesticus,""Chordata"",""Animalia"""
"Zonotrichia capensis,""Chordata"",""Animalia"""
"Aleochara bipustulata,""Arthropoda"",""Animalia"""
"Dendrocopos major,""Chordata"",""Animalia"""
"Ficedula hypoleuca,""Chordata"",""Animalia"""
"Muscicapa striata,""Chordata"",""Animalia"""
"Streptopelia chinensis,""Chordata"",""Animalia"""
"Euplectrus bicolor,""Arthropoda"",""Animalia"""
"Melanostoma scalare,""Arthropoda"",""Animalia"""
"Lotus corniculatus,""Tracheophyta"",""Plantae"""
"Raphanus raphanistrum,""Tracheophyta"",""Plantae"""
"Heracleum sphondylium,""Tracheophyta"",""Plantae"""
"Dermacentor reticulatus,""Arthropoda"",""Animalia"""
"Fagopyrum esculentum,""Tracheophyta"",""Plantae"""
"Solanum tuberosum,""Tracheophyta"",""Plantae"""
"Acronicta psi,""Arthropoda"",""Animalia"""
"Noctua pronuba,""Arthropoda"",""Animalia"""
"Cossus cossus,""Arthropoda"",""Animalia"""
"Cadra figulilella,""Arthropoda"",""Animalia"""
"Biston betularia,""Arthropoda"",""Animalia"""
"Megachile centuncularis,""Arthropoda"",""Animalia"""
"Prunus avium,""Tracheophyta"",""Plantae"""
"Diatrype stigma,""Ascomycota"",""Fungi"""
"Brenthis daphne,"""","""""
"Allium fistulosum,""Tracheophyta"",""Plantae"""
"Melittobia acasta,""Arthropoda"",""Animalia"""
"Andrena marginata,""Arthropoda"",""Animalia"""
"Auricularia auricula,""Basidiomycota"",""Fungi"""
"Bjerkandera adusta,""Basidiomycota"",""Fungi"""
"Auricularia auricula-judae,""Basidiomycota"",""Fungi"""
"Byssomerulius corium,""Basidiomycota"",""Fungi"""
"Chondrostereum purpureum,""Basidiomycota"",""Fungi"""
"Mycosphaerella punctiformis,"""","""""
"Plasmopara crustosa,""Oomycota"",""Chromista"""
"Athous bicolor,""Arthropoda"",""Animalia"""
"Melampsora euphorbiae,""Basidiomycota"",""Fungi"""
"Sus scrofa,""Chordata"",""Animalia"""
"Coloeus monedula,""Chordata"",""Animalia"""
"Culex pipiens,""Arthropoda"",""Animalia"""
"Calathus erratus,""Arthropoda"",""Animalia"""
"Phalera bucephala,""Arthropoda"",""Animalia"""
"Pemphredon inornata,""Arthropoda"",""Animalia"""
"Spilostethus pandurus,""Arthropoda"",""Animalia"""
"Parthenolecanium corni,""Arthropoda"",""Animalia"""
"Rutpela maculata,""Arthropoda"",""Animalia"""
"Psyllobora vigintiduopunctata,""Arthropoda"",""Animalia"""
"Salvia rosmarinus,""Tracheophyta"",""Plantae"""
"Cyathicula cyathoidea,""Ascomycota"",""Fungi"""
"Oenothera speciosa,""Tracheophyta"",""Plantae"""
"Helianthus annuus,""Tracheophyta"",""Plantae"""
"Crataegus germanica,""Tracheophyta"",""Plantae"""
"Cephalanthus occidentalis,""Tracheophyta"",""Plantae"""
"Sambucus nigra,""Tracheophyta"",""Plantae"""
"Fagus sylvatica,""Tracheophyta"",""Plantae"""
"Dactylorhiza fuchsii,""Tracheophyta"",""Plantae"""
"Parmelia sulcata,""Ascomycota"",""Fungi"""
"Stereum hirsutum,""Basidiomycota"",""Fungi"""
"Curruca cantillans,""Chordata"",""Animalia"""
"Sitta europaea,""Chordata"",""Animalia"""
"Alisterus scapularis,""Chordata"",""Animalia"""
"Psittacula krameri,""Chordata"",""Animalia"""
"Trochosa terricola,""Arthropoda"",""Animalia"""
"Nezara viridula,""Arthropoda"",""Animalia"""
"Aphis hederae,""Arthropoda"",""Animalia"""
"Hyles euphorbiae,""Arthropoda"",""Animalia"""
"Peridroma saucia,""Arthropoda"",""Animalia"""
"Tettigonia viridissima,""Arthropoda"",""Animalia"""
"Meconema thalassinum,""Arthropoda"",""Animalia"""
"Chloromyia formosa,""Arthropoda"",""Animalia"""
"Volucella inanis,""Arthropoda"",""Animalia"""
"Mallota florea,""Arthropoda"",""Animalia"""
"Neomyia cornicina,""Arthropoda"",""Animalia"""
"Coremacera marginata,""Arthropoda"",""Animalia"""
"Paratrechina longicornis,""Arthropoda"",""Animalia"""
"Barypeithes pellucidus,""Arthropoda"",""Animalia"""
"Paracorymbia fulva,""Arthropoda"",""Animalia"""
"Sceliphron spirifex,""Arthropoda"",""Animalia"""
"Poecile montanus,""Chordata"",""Animalia"""
"Aphantopus hyperantus,""Arthropoda"",""Animalia"""
"Stercorarius skua,""Chordata"",""Animalia"""
"Vireo olivaceus,""Chordata"",""Animalia"""
"Stercorarius parasiticus,""Chordata"",""Animalia"""
"Stercorarius pomarinus,""Chordata"",""Animalia"""
"Rhodotorula glutinis,""Basidiomycota"",""Fungi"""
"Ectoedemia atricollis,""Arthropoda"",""Animalia"""
"Acherontia atropos,""Arthropoda"",""Animalia"""
"Chrysogaster solstitialis,""Arthropoda"",""Animalia"""
"Medicago polymorpha,""Tracheophyta"",""Plantae"""
"Trifolium pratense,""Tracheophyta"",""Plantae"""
"Malva parviflora,""Tracheophyta"",""Plantae"""
"Campsis radicans,""Tracheophyta"",""Plantae"""
"Catocala nupta,""Arthropoda"",""Animalia"""
"Dictamnus albus,"""","""""
"Glechoma hederacea,""Tracheophyta"",""Plantae"""
"Mentha arvensis,""Tracheophyta"",""Plantae"""
"Bidens frondosa,""Tracheophyta"",""Plantae"""
"Tanacetum vulgare,""Tracheophyta"",""Plantae"""
"Erigeron canadensis,""Tracheophyta"",""Plantae"""
"Erodium cicutarium,""Tracheophyta"",""Plantae"""
"Cacoecimorpha pronubana,""Arthropoda"",""Animalia"""
"Acleris variegana,""Arthropoda"",""Animalia"""
"Amara plebeja,""Arthropoda"",""Animalia"""
"Mustela nivalis,"""","""""
"Prunus domestica,""Tracheophyta"",""Plantae"""
"Andrena haemorrhoa,""Arthropoda"",""Animalia"""
"Taphrina deformans,""Ascomycota"",""Fungi"""
"Nymphalis polychloros,""Arthropoda"",""Animalia"""
"Allium ursinum,""Tracheophyta"",""Plantae"""
"Bombus lucorum,""Arthropoda"",""Animalia"""
"Cardinalis cardinalis,""Chordata"",""Animalia"""
"Mustela erminea,""Chordata"",""Animalia"""
"Anthophora plumipes,""Arthropoda"",""Animalia"""
"Pisaura mirabilis,""Arthropoda"",""Animalia"""
"Exidia plana,"""","""""
"Calvia quatuordecimguttata,""Arthropoda"",""Animalia"""
"Himacerus apterus,""Arthropoda"",""Animalia"""
"Noctua fimbriata,""Arthropoda"",""Animalia"""
"Enarmonia formosana,""Arthropoda"",""Animalia"""
"Agrotis exclamationis,""Arthropoda"",""Animalia"""
"Dolichovespula sylvestris,""Arthropoda"",""Animalia"""
"Pogonocherus hispidus,""Arthropoda"",""Animalia"""
"Hymenoscyphus calyculus,""Ascomycota"",""Fungi"""
"Pogonocherus hispidulus,""Arthropoda"",""Animalia"""
"Haemorhous mexicanus,""Chordata"",""Animalia"""
"Sargus bipunctatus,""Arthropoda"",""Animalia"""
"Molorchus umbellatarum,""Arthropoda"",""Animalia"""
"Raphanus sativus,""Tracheophyta"",""Plantae"""
"Phylloneta impressa,""Arthropoda"",""Animalia"""
"Barnardius zonarius,""Chordata"",""Animalia"""
"Harpalus griseus,""Arthropoda"",""Animalia"""
"Holcostethus strictus,""Arthropoda"",""Animalia"""
"Regulus ignicapilla,""Chordata"",""Animalia"""
"Coronella austriaca,""Chordata"",""Animalia"""
"Agriotes obscurus,""Arthropoda"",""Animalia"""
"Anaspis maculata,""Arthropoda"",""Animalia"""
"Oenopia conglobata,""Arthropoda"",""Animalia"""
"Lanius excubitor,""Chordata"",""Animalia"""
"Epistrophe nitidicollis,""Arthropoda"",""Animalia"""
"Loricula elegantula,""Arthropoda"",""Animalia"""
"Poecilus versicolor,""Arthropoda"",""Animalia"""
"Anaspis flava,""Arthropoda"",""Animalia"""
"Pseudocistela ceramboides,""Arthropoda"",""Animalia"""
"Scymnus interruptus,""Arthropoda"",""Animalia"""
"Cantharis fusca,""Arthropoda"",""Animalia"""
"Cantharis lateralis,""Arthropoda"",""Animalia"""
"Capreolus capreolus,""Chordata"",""Animalia"""
"Ludwigia peploides,""Tracheophyta"",""Plantae"""
"Agrobacterium radiobacter,""Proteobacteria"",""Bacteria"""
"Caltha palustris,""Tracheophyta"",""Plantae"""
"Betula pendula,""Tracheophyta"",""Plantae"""
"Melanomma pulvis-pyrius,""Ascomycota"",""Fungi"""
"Nectria cinnabarina,""Ascomycota"","""""
"Sciurus carolinensis,""Chordata"",""Animalia"""
"Erinaceus europaeus,""Chordata"",""Animalia"""
"Thyatira batis,""Arthropoda"",""Animalia"""
"Samia walkeri,""Arthropoda"",""Animalia"""
"Xanthogramma pedissequum,""Arthropoda"",""Animalia"""
"Criorhina berberina,""Arthropoda"",""Animalia"""
"Gymnosoma nudifrons,""Arthropoda"",""Animalia"""
"Sceliphron destillatorium,""Arthropoda"",""Animalia"""
"Sceliphron curvatum,""Arthropoda"",""Animalia"""
"Osmia rufa,""Arthropoda"",""Animalia"""
"Diplazon tetragonus,""Arthropoda"",""Animalia"""
"Diplazon laetatorius,""Arthropoda"",""Animalia"""
"Liparus germanus,""Arthropoda"",""Animalia"""
"Euplagia quadripunctaria,""Arthropoda"",""Animalia"""
"Neurotoma saltuum,""Arthropoda"",""Animalia"""
"Hoplocampa flava,""Arthropoda"",""Animalia"""
"Tenthredo amoena,""Arthropoda"",""Animalia"""
"Tenthredo temula,""Arthropoda"",""Animalia"""
"Diachromus germanus,""Arthropoda"",""Animalia"""
"Oomorphus concolor,""Arthropoda"",""Animalia"""
"Chrysolina oricalcia,""Arthropoda"",""Animalia"""
"Grammoptera ruficornis,""Arthropoda"",""Animalia"""
"Leptura quadrifasciata,""Arthropoda"",""Animalia"""
"Byturus ochraceus,""Arthropoda"",""Animalia"""
"Rhagonycha fulva,""Arthropoda"",""Animalia"""
"Euonymus alatus,""Tracheophyta"",""Plantae"""
"Cirsium vulgare,""Tracheophyta"",""Plantae"""
"Fatsia japonica,""Tracheophyta"",""Plantae"""
"Aralia elata,""Tracheophyta"",""Plantae"""
"Clematis vitalba,""Tracheophyta"",""Plantae"""
"Rubus armeniacus,""Tracheophyta"",""Plantae"""
"Ulex europaeus,""Tracheophyta"",""Plantae"""
"Tropaeolum majus,""Tracheophyta"",""Plantae"""
"Viscum album,""Tracheophyta"",""Plantae"""
"Knautia arvensis,""Tracheophyta"",""Plantae"""
"Carpinus betulus,""Magnoliophyta"",""Plantae"""
"Monilinia fructigena,""Ascomycota"","""""
"Pycnopeziza sejournei,""Ascomycota"",""Fungi"""
"Peniophora lycii,""Basidiomycota"",""Fungi"""
"Ganoderma lucidum,""Basidiomycota"",""Fungi"""
"Ganoderma lucidum,""Basidiomycota"","""""
"Daedaleopsis confragosa,""Basidiomycota"","""""
"Phaeolus schweinitzii,""Basidiomycota"","""""
"Meripilus giganteus,""Basidiomycota"",""Fungi"""
"Radulomyces confluens,""Basidiomycota"",""Fungi"""
"Armillaria tabescens,""Basidiomycota"",""Fungi"""
"Phellinus igniarius,""Basidiomycota"",""Fungi"""
"Aecidium euphorbiae,""Basidiomycota"",""Fungi"""
